"","#","label","duration","start time","end time","peak ampl(mean)","peak freq(0)","peak freq(1)","peak freq(2)","peak freq(3)","peak freq(4)","peak freq(5)","peak freq(6)","peak freq(7)","peak freq(8)","peak freq(9)","peak freq(10)","peak freq(11)","peak freq(12)","peak freq(13)","peak freq(14)","peak freq(15)","peak freq(16)","peak freq(17)","peak freq(18)","peak freq(19)","peak freq(20)","peak freq(21)","peak freq(22)","peak freq(23)","peak freq(24)","peak freq(25)","peak freq(26)","peak freq(27)","peak freq(28)","peak freq(29)","peak freq(30)","peak freq(31)","peak freq(32)","peak freq(33)","peak freq(34)","peak freq(35)","peak freq(36)","peak freq(37)","peak freq(38)","peak freq(39)","peak freq(40)","peak freq(41)","peak freq(42)","peak freq(43)","peak freq(44)","peak freq(45)","peak freq(46)","peak freq(47)","peak freq(48)","peak freq(49)","file"
"1952",1022,"flat",0.043,643.7678,643.8107,-54.42,57600,57600,58100,58100,58100,58500,59000,59000,59000,59000,59500,59500,59500,59500,59500,59500,59500,59500,59000,NA,59000,59000,59000,59000,58500,58500,58500,58500,58500,58100,58500,58100,58100,58100,57600,57600,57600,57600,57600,57600,57600,57100,57100,57100,56600,NA,56600,NA,56100,56100,"T0000291"
"1953",1023,"flat",0.0455,643.991,644.0366,-79.33,NA,64400,64900,64900,64900,NA,NA,NA,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63900,64400,NA,NA,"T0000291"
"1954",1024,"flat-mz",0.0778,644.1,644.1779,-49.12,68300,68300,68800,69300,69300,69800,69800,69800,69800,70300,70300,69800,69800,69300,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68300,68800,68800,68800,68800,68800,69300,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68300,68300,"T0000291"
"1955",1025,"flat",0.0865,644.3279,644.4144,-55.47,56600,57100,57100,57100,NA,57600,57600,NA,NA,58500,58100,58100,57600,57600,57100,57100,56600,56600,56600,56600,NA,56600,56600,56100,56100,56100,56100,56600,56600,56100,56100,56100,NA,56100,56100,56100,56600,56100,56100,56100,56100,56100,55600,NA,NA,NA,NA,NA,NA,NA,"T0000291"
"1956",1026,"flat",0.0911,644.6069,644.6981,-47.07,NA,59000,59500,59500,59500,60000,60500,60500,60500,60500,60500,60500,61000,60500,60500,60500,60000,59500,59500,59500,59000,59000,59000,59000,59500,59500,59500,60000,60000,60000,60000,60000,60000,60000,60000,59500,59500,59500,59500,NA,60000,NA,60000,60000,60000,60500,61000,NA,60000,NA,"T0000291"
"1957",1027,"flat",0.0168,644.8466,644.8634,-41.36,63900,63900,64400,64400,64400,64400,64900,64900,64900,64900,64900,65400,65400,65400,65400,65900,65900,65900,65900,65900,65900,65900,65900,65900,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,66400,65900,65400,65400,64900,64900,64900,63900,64400,64400,64400,63400,NA,"T0000291"
"1958",1028,"flat",0.0322,645.0467,645.079,-44.81,62900,62900,62900,62900,63400,63400,63400,63400,63400,63400,63400,63400,62900,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63900,63400,63900,63900,63400,63900,63900,63900,63900,63900,63900,64400,63900,63900,64400,64400,64400,64400,64400,64400,64400,63900,64400,64400,64400,64400,"T0000291"
"1959",1029,"step up",0.0327,650.0024,650.0352,-61.49,53200,NA,54100,53700,54100,54100,54100,NA,NA,NA,52700,NA,NA,67800,67800,67800,67800,67800,NA,66800,NA,NA,NA,NA,NA,NA,NA,NA,NA,67300,NA,68300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66800,67300,67300,67800,67800,67800,67300,67300,"T0000291"
"1960",1030,"trill",0.0394,676.7728,676.8122,-60.05,NA,NA,58500,58100,58100,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62000,NA,NA,NA,NA,NA,NA,NA,NA,61500,NA,62000,61500,61000,NA,NA,NA,NA,NA,NA,NA,NA,61000,62500,62500,62500,62500,62500,62900,62500,"T0000291"
"1961",1031,"trill",0.0302,676.9172,676.9474,-61.71,NA,NA,NA,NA,NA,55600,55600,55600,NA,NA,58100,NA,NA,NA,NA,NA,NA,NA,NA,59500,59500,59500,60000,60500,60000,59500,60500,59500,NA,59500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59000,59000,59500,59000,59000,NA,59000,NA,NA,"T0000291"
"1962",1032,"trill",0.0281,677.3969,677.4251,-81.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62500,62500,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,61500,61500,61500,NA,NA,"T0000291"
"1963",1035,"short",0.0061,689.1094,689.1156,-55.25,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63400,63900,63900,63900,63900,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,64400,NA,NA,NA,NA,NA,"T0000291"
"1964",1036,"trill-c",0.0701,691.6213,691.6915,-48.35,48800,48800,49300,49300,47300,45400,44900,49800,49800,45800,NA,62900,62900,62500,64400,63400,63400,NA,NA,62000,66400,62500,62900,64900,NA,NA,NA,63400,62500,65400,66800,66400,NA,NA,NA,62900,66400,63900,NA,NA,NA,NA,NA,NA,NA,NA,62500,62000,61500,NA,"T0000291"
"1965",1037,"trill",0.0276,692.1461,692.1738,-74.22,49300,49300,49300,49800,NA,NA,44900,NA,NA,NA,NA,NA,NA,NA,NA,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,57100,57100,56100,56600,NA,NA,NA,"T0000291"
"1966",1038,"trill",0.0378,692.5076,692.5455,-57.19,44900,44900,44900,44900,44400,NA,NA,NA,NA,NA,44400,56600,NA,NA,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,60500,60500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,61000,61500,61500,61500,61000,61500,"T0000291"
"1967",1039,"trill",0.0476,692.7995,692.8471,-81.27,42400,41900,NA,NA,NA,42400,43400,57100,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,56100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55100,55100,NA,NA,NA,"T0000291"
"1968",1040,"trill",0.0506,693.2085,693.2592,-62.18,58100,58100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61000,61500,NA,NA,NA,NA,NA,NA,NA,61000,62000,62000,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57600,57100,56100,"T0000291"
"1969",1041,"trill",0.0471,694.3933,694.4404,-61.05,46800,46800,47300,47800,48300,48800,48800,49300,49800,48300,48300,NA,NA,NA,64400,NA,NA,NA,NA,NA,NA,61500,64400,64400,64400,NA,NA,NA,NA,NA,NA,NA,NA,62500,NA,64900,62000,NA,NA,NA,NA,NA,NA,NA,NA,63900,NA,64900,NA,NA,"T0000291"
"1970",1042,"trill",0.0296,706.8364,706.8661,-67.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,66800,66800,NA,66800,NA,63900,63900,63900,NA,62500,NA,NA,NA,NA,NA,NA,NA,NA,NA,64900,67300,NA,NA,NA,NA,66800,66800,66800,NA,NA,NA,NA,"T0000291"
"1971",1043,"flat under flat",0.0783,707.4135,707.4918,-40.74,54100,54100,54100,53700,53700,53700,53200,53200,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51200,55100,55100,55100,55600,55600,55600,56100,56100,56100,56100,55600,56100,56100,55600,55600,55600,55600,55100,55100,55100,55100,54600,54100,54100,53200,"T0000291"
"1972",1044,"complex flat-mz flat-mz",0.3107,707.6633,707.9741,-38.55,53200,59500,60500,59500,55100,52700,51700,52200,53200,53700,54100,60000,52200,51700,51700,51200,52700,54100,55100,55600,55100,53700,52700,52200,51700,52200,51700,51200,51700,51200,50200,45800,46300,51200,53200,53700,56600,57100,46300,55600,55100,54100,53700,52700,51700,51200,49800,46800,45800,44400,"T0000291"
"1973",1045,"flat",0.0522,708.078,708.1303,-33.85,54100,54100,54100,54100,54100,54100,54600,54600,54600,55100,54600,55100,55100,55100,55600,55600,55600,55600,56100,56100,56100,56600,56600,57100,57100,57600,58500,58100,58500,58500,58500,58500,58500,58500,58500,58100,58100,56600,56600,56100,56100,55600,55100,55100,55100,55100,55100,55100,54600,54600,"T0000291"
"1974",1046,"flat",0.0271,708.206,708.2332,-36.14,53700,54100,54100,54600,54600,55100,55600,55600,55600,56100,56100,56600,56600,56600,57100,57100,57100,57100,57100,56600,56600,57100,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56600,56100,56100,55100,55100,54600,54600,54600,54600,54100,54100,54100,53700,53700,53700,53700,53700,"T0000291"
"1975",1047,"flat over flat-z",0.0885,708.2619,708.3504,-43.71,56100,56600,57100,57600,59000,59500,59500,60000,60000,60000,60000,60000,60500,60000,60000,60000,59500,59500,59500,59000,59000,59000,58500,58500,58500,59000,58500,NA,51200,52200,52200,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,51700,51700,51700,51700,51200,51200,50200,50200,49800,"T0000291"
"1976",1048,"flat under inverted-u",0.1213,708.3842,708.5056,-40.03,54100,54600,55600,56600,57100,57100,56600,62000,62000,60500,60000,58500,59000,59500,60000,60500,60500,61000,61000,61000,61000,61000,61000,61500,61500,NA,NA,61500,61500,61000,61000,61000,61000,61000,61000,61500,61000,61000,61000,61000,60500,61000,61000,61000,61000,60500,60000,59000,58100,NA,"T0000291"
"1977",1049,"inverted-u over flat",0.0967,708.6351,708.7318,-35.52,56100,57100,59500,61500,61500,62000,62000,62000,62000,61500,60500,59500,52700,53200,53700,54100,54600,55100,55600,55600,55600,55600,55100,54600,54100,53700,53700,53700,54100,54600,55100,55600,56100,56600,56600,56600,56600,57100,57100,57100,57600,57600,57600,57600,57600,57600,57100,57600,58100,57600,"T0000291"
"1978",1050,"short",0.0076,708.8209,708.8286,-63.48,53700,53700,53700,53700,53200,53200,53200,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,53700,54100,54100,54100,53200,53200,53200,53200,53200,53200,53200,52700,52700,52700,NA,NA,NA,NA,NA,NA,NA,"T0000291"
"1979",1051,"flat under short-c",0.1756,708.8675,709.0432,-31.73,47300,51700,52200,52200,52200,51700,51700,51200,51200,51200,50700,50700,50700,50200,50200,50200,50200,50200,50200,50200,50200,50200,49800,49800,49800,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,49300,49300,49300,49300,48800,48300,48800,48300,48300,48800,48800,49300,44900,"T0000291"
"1980",1052,"complex",0.043,709.1118,709.1547,-63.21,57600,57600,58100,60000,60000,60500,61000,61500,61500,61500,62000,62000,62000,62000,62500,62000,62000,NA,NA,NA,NA,61500,61500,61500,61000,61000,60500,60000,60000,59500,NA,56100,NA,NA,54600,54100,NA,NA,NA,NA,54600,NA,57100,56100,NA,NA,59000,59500,60000,NA,"T0000291"
"1981",1053,"flat-z",0.024,709.184,709.208,-48.2,44900,44900,45400,45400,45400,45400,45400,45800,45800,46300,46300,46300,46300,46300,46300,46300,47300,48300,47300,50700,51200,51200,51700,51700,51700,51700,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52200,51700,51700,51700,51700,51200,51200,"T0000291"
"1982",1054,"flat over flat",0.0358,709.358,709.3939,-45.04,61500,61500,62000,62500,62500,62900,62900,63400,63400,63400,63400,63400,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,63900,63400,63400,63400,63400,62500,NA,55100,NA,NA,56600,57100,57600,58500,58500,59000,59500,NA,59500,60000,60000,60500,60500,60000,60000,60000,59500,59500,"T0000291"
"1983",1055,"short-c",0.0102,709.5736,709.5838,-66.07,NA,NA,NA,NA,NA,56100,56100,56100,56600,56600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,60000,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,NA,NA,NA,NA,NA,59000,59000,59000,NA,NA,59000,59000,58500,"T0000291"
"1984",1056,"short",0.0035,709.6043,709.6079,-55.14,NA,NA,NA,NA,NA,NA,NA,68300,68300,68300,68300,68300,68300,68300,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,68800,NA,NA,NA,NA,NA,NA,NA,68800,68800,68800,68800,68800,68800,68800,NA,"T0000291"
"1985",1057,"flat",0.0522,709.7441,709.7963,-55.36,57100,57100,57600,58500,58100,59500,59000,59500,59500,59500,60000,59500,60000,59500,59500,59500,59500,59500,59500,NA,NA,NA,NA,58100,58100,58100,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57100,57600,NA,57600,NA,NA,NA,59000,59500,59500,59500,59000,58500,NA,"T0000291"
"1986",1058,"upward ramp",0.0296,709.9386,709.9683,-79.33,NA,NA,NA,NA,NA,46800,47300,47300,NA,NA,48300,47800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62000,62000,62000,62000,62000,61500,61500,NA,"T0000291"
"1987",1059,"short",0.0097,710.3703,710.38,-50.02,NA,NA,NA,NA,NA,NA,NA,NA,53200,53200,53200,53200,53200,53700,53700,53700,53200,53200,53200,53700,53700,53700,53700,53700,53700,53700,54100,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53200,53200,53200,53200,53200,53200,53200,53200,53200,53200,NA,NA,53200,"T0000291"
"1988",1060,"flat",0.0747,710.549,710.6237,-45.7,53700,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,55100,55100,55100,55100,55600,55100,54600,54100,53200,52700,NA,51700,52200,51700,51700,52200,52700,52700,53700,53700,54100,54600,54600,54600,54100,53700,53200,52700,52200,52200,51700,NA,51700,52200,52700,53200,53700,54100,54600,"T0000291"
"1989",1061,"flat-z",0.0343,710.7896,710.8239,-58.5,NA,52700,51700,52200,52200,52200,52200,52700,52200,52200,52200,52200,52200,52200,52200,51700,52200,51700,51700,52200,51700,51700,51700,51700,NA,NA,NA,NA,NA,51200,NA,51200,50700,50700,50700,50700,50200,NA,46800,47300,47300,47300,47300,46800,46800,46800,46800,46300,46300,46300,"T0000291"
"1990",1062,"flat",0.0168,711.833,711.8499,-54.22,NA,NA,55100,55100,55100,55100,55100,55100,55100,55600,55600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55600,55600,55600,55100,55100,55100,55600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,NA,NA,NA,54600,54600,55100,54600,NA,"T0000291"
"1991",1063,"flat",0.0163,714.5999,714.6163,-55.81,NA,NA,59000,59000,59000,59500,59500,59500,59500,59500,59500,59500,59500,59500,NA,NA,59500,NA,NA,NA,NA,NA,NA,NA,NA,59500,59500,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,59500,59500,59500,59500,59000,59000,59500,59500,59500,59000,NA,"T0000291"
"1992",1064,"flat",0.0143,714.6956,714.71,-50.51,59500,59500,59000,59000,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59500,59000,59000,59000,59000,59000,NA,NA,NA,NA,NA,NA,"T0000291"
